area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28
sla,N.33 Tronoh,-0.234,0.059,0.052,0.051,-0.335,0.045,-0.131,0.007,-0.049,-0.05,-0.129,0.039,0.025,0.066,0.0,-0.101,-0.174,0.017,-0.153,-0.075,-0.045,0.0,0.0,0.013,0.03,0.002,0.199,-0.127
sla,N.34 Bukit Chandan,0.011,0.147,0.109,0.005,0.331,0.111,-0.616,-0.505,0.154,-0.064,-0.098,0.064,-0.099,-0.057,0.011,-0.006,0.0,0.005,0.084,-0.207,0.076,0.0,0.0,0.031,0.127,0.045,0.164,0.015
sla,N.35 Manong,0.008,0.313,0.19,0.002,0.335,-0.196,-0.693,-0.484,0.086,-0.077,-0.143,0.047,0.054,0.081,-0.176,-0.2,-0.045,0.02,0.021,-0.066,-0.076,0.0,-0.009,-0.975,-0.33,0.022,-0.9,-0.242
sla,N.36 Pengkalan Baharu,0.017,0.084,0.07,-0.681,0.12,0.361,-0.665,-0.597,-0.185,-0.032,-0.012,0.044,-0.096,0.054,-0.317,-0.249,0.059,0.143,0.188,-0.12,0.033,0.0,-0.009,-0.975,0.011,0.077,-0.9,0.017
sla,N.37 Pantai Remis,0.01,0.048,0.104,0.02,-0.092,0.148,-0.52,-0.271,-0.036,-0.032,-0.103,0.046,-0.096,0.084,-0.157,-0.181,-0.172,0.044,-0.115,0.017,0.016,0.0,0.0,-0.975,0.037,0.022,0.129,0.025
sla,N.38 Astaka,-0.424,-0.629,-0.844,-0.998,-0.36,0.055,0.007,0.02,-0.026,-0.033,-0.113,0.045,0.005,0.061,0.03,0.103,0.134,-0.086,0.133,-0.026,-0.023,0.0,0.0,0.034,0.098,-0.122,-0.061,0.018
sla,N.39 Belanja,0.009,0.078,0.057,0.018,-0.009,0.251,-0.699,-0.654,-0.001,-0.144,-0.09,0.053,-0.126,0.238,-0.243,-0.211,-0.026,0.039,0.356,-0.052,-0.037,0.0,0.0,-0.975,0.116,0.319,0.204,0.045
sla,N.40 Bota,0.008,-0.271,-0.657,0.018,-0.026,0.267,-0.408,-0.204,0.016,-0.18,-0.028,0.066,-0.152,-0.32,0.033,0.067,0.015,-0.115,0.119,-0.141,0.163,0.0,0.0,0.012,0.028,0.018,0.058,-0.285
sla,N.41 Malim Nawar,-0.128,-0.374,-0.143,0.178,-0.409,-0.105,-0.649,-0.119,-0.037,-0.151,-0.081,0.051,-0.042,0.137,-0.253,-0.225,0.096,-0.057,0.14,0.07,-0.031,0.0,0.0,-0.975,-0.009,0.027,-0.9,0.006
sla,N.42 Keranji,-0.516,0.22,0.195,0.028,0.134,-0.713,-0.599,0.021,0.039,-0.073,-0.045,0.065,-0.315,0.073,-0.11,-0.18,0.0,0.008,-0.019,-0.019,0.152,0.0,-0.001,0.019,0.066,0.017,0.096,0.003
sla,N.43 Tualang Sekah,0.014,0.263,0.169,0.035,-0.044,-0.163,-0.679,-0.447,0.065,-0.059,-0.167,0.041,0.007,0.093,-0.24,-0.257,0.005,0.045,-0.115,-0.042,-0.037,0.0,0.0,-0.975,-0.613,0.017,-0.9,-0.135
sla,N.44 Sungai Rapat,-0.516,-0.433,-0.63,0.054,-0.377,0.038,0.015,0.054,0.021,-0.043,-0.164,0.039,0.04,-0.0,-0.089,-0.104,-0.087,0.003,-0.23,-0.202,-0.033,0.0,0.0,-0.975,-0.622,-0.5,-0.9,-0.379
sla,N.45 Simpang Pulai,-0.221,0.296,0.17,-0.612,0.132,-0.296,-0.12,0.027,0.006,-0.064,-0.18,0.034,-0.05,0.078,0.031,0.038,0.046,-0.445,0.0,-0.021,-0.004,0.0,0.0,0.0,-0.038,-0.485,0.027,-0.376
sla,N.46 Teja,0.018,0.415,0.164,-0.055,0.278,-0.509,-0.648,-0.456,0.098,-0.038,-0.242,0.026,-0.021,0.043,-0.088,-0.192,-0.024,-0.186,0.084,-0.153,-0.002,0.0,0.0,-0.975,-0.119,-0.056,0.083,-0.207
sla,N.47 Chenderiang,0.031,0.422,0.161,-0.419,0.364,-0.545,-0.728,-0.587,-0.063,-0.036,-0.112,0.041,0.072,0.018,-0.156,-0.183,0.123,-0.359,-0.134,0.05,-0.068,0.0,0.0,0.021,0.055,0.026,0.287,0.005
sla,N.48 Ayer Kuning,0.012,-0.183,-0.46,0.027,-0.124,0.089,-0.623,-0.344,-0.1,-0.063,-0.063,0.046,-0.097,0.002,-0.097,-0.103,-0.032,0.077,0.084,0.067,0.063,0.0,0.0,-0.975,-0.53,0.041,0.004,-0.439
sla,N.49 Sungai Manik,0.005,-0.593,-0.835,-0.818,-0.249,-0.098,-0.552,-0.241,-0.09,0.067,-0.099,0.04,-0.097,0.08,-0.214,-0.2,-0.113,0.143,0.244,0.067,0.019,0.0,-0.004,-0.975,0.021,0.017,0.168,-0.182
sla,N.50 Kampong Gajah,0.052,-0.227,-0.873,0.048,-0.136,0.161,0.032,-0.623,-0.029,-0.031,-0.077,0.052,0.017,0.037,-0.269,-0.229,-0.077,0.136,-0.115,-0.068,-0.027,0.0,-0.004,-0.975,0.041,0.068,0.009,-0.16
sla,N.51 Pasir Panjang,0.004,-0.461,0.009,0.108,-0.346,0.101,0.11,0.009,-0.088,0.027,-0.05,0.051,0.02,-0.301,0.09,0.051,-0.026,-0.201,0.119,-0.042,0.038,0.0,0.0,0.024,0.002,-0.243,-0.456,-0.28
sla,N.52 Pangkor,-0.216,0.022,0.13,0.179,-0.099,-0.265,0.06,-0.025,-0.174,-0.0,-0.023,0.043,0.09,-0.221,-0.123,-0.107,0.086,-0.215,0.035,0.036,-0.051,0.0,0.0,-0.975,0.035,0.002,0.039,-0.112
sla,N.53 Rungkup,0.007,-0.649,-0.899,0.321,-0.184,0.127,0.015,-0.535,-0.08,-0.103,-0.305,-0.006,-0.251,0.049,-0.277,-0.303,-0.05,0.024,0.0,-0.033,0.128,0.0,0.0,-0.975,0.008,0.193,0.084,0.06
sla,N.54 Hutan Melintang,0.016,-0.662,-0.858,0.051,-0.137,0.246,0.037,-0.303,-0.099,-0.067,-0.319,-0.04,-0.252,-0.113,0.008,-0.003,0.032,-0.014,0.119,-0.056,0.185,0.0,0.0,0.029,-0.062,0.068,0.098,-0.052
sla,N.55 Pasir Bedamar,-0.582,-0.631,-0.846,0.309,-0.408,-0.253,0.005,0.034,-0.019,0.027,-0.136,0.042,-0.199,0.254,-0.249,-0.05,0.109,0.019,-0.249,-0.035,-0.014,0.0,-0.006,0.048,0.092,0.046,0.096,0.077
sla,N.56 Changkat Jong,0.044,-0.35,-0.627,-0.049,0.121,0.497,-0.681,-0.5,-0.141,-0.022,-0.1,0.034,-0.156,-0.008,-0.107,-0.065,-0.018,0.066,0.202,-0.078,0.101,0.0,0.0,0.024,-0.185,0.021,-0.251,-0.166
sla,N.57 Sungkai,0.003,0.419,0.166,0.003,0.035,-0.184,-0.617,-0.408,-0.131,-0.066,-0.046,0.044,-0.029,0.119,0.003,-0.066,0.057,-0.33,0.014,0.104,-0.029,0.0,0.0,-0.975,0.058,0.06,0.297,0.041
sla,N.58 Slim,0.027,0.036,0.038,-0.862,0.207,0.56,-0.727,-0.606,-0.108,-0.102,-0.069,0.044,-0.04,0.194,-0.104,-0.258,0.101,0.05,-0.096,0.0,-0.053,0.0,0.0,0.029,0.052,0.062,0.364,0.029
sla,N.59 Behrang,0.077,0.421,0.164,-0.923,0.331,-0.093,-0.707,-0.588,0.359,-0.048,-0.108,0.074,-0.232,-0.215,-0.115,-0.017,0.062,0.044,0.035,0.081,0.19,0.0,-0.009,-0.975,0.017,0.031,0.111,-0.158
sla,N.01 Tanah Rata,0.04,0.462,0.18,-0.835,0.335,-0.613,-0.669,-0.598,-0.196,0.002,0.023,-0.083,0.015,-0.166,0.089,0.048,-0.177,-0.818,-0.575,0.266,0.019,0.0,-0.028,0.018,0.057,0.042,0.17,0.042
sla,N.02 Jelai,0.178,0.415,0.136,-0.934,0.424,-0.175,-0.116,-0.74,0.025,0.211,0.006,-0.076,0.099,-0.196,-0.143,0.006,-0.282,0.033,-0.383,0.123,-0.061,0.0,0.0,-0.975,0.001,-0.079,0.04,-0.057
sla,N.03 Padang Tengku,0.158,0.383,0.131,-0.914,0.393,-0.102,-0.812,-0.738,-0.126,0.064,0.019,-0.057,-0.018,-0.279,-0.166,-0.066,-0.116,0.012,-0.115,-0.195,0.071,0.0,0.0,-0.975,0.02,0.043,0.158,0.036
sla,N.04 Cheka,0.024,0.076,0.044,0.005,0.258,0.21,-0.773,-0.619,-0.003,0.107,0.011,-0.054,0.044,-0.043,-0.127,0.008,-0.164,-0.66,-0.153,-0.169,-0.031,0.0,-0.045,0.035,0.054,0.064,0.436,0.072
sla,N.05 Benta,0.013,0.154,0.088,-0.993,0.223,0.212,-0.775,-0.628,-0.099,0.15,0.017,-0.048,0.039,0.015,-0.25,-0.132,-0.119,0.026,0.021,-0.155,-0.039,0.0,0.0,-0.975,0.038,0.069,0.124,-0.186
sla,N.06 Batu Talam,0.07,0.392,0.14,-0.984,0.392,-0.036,-0.813,-0.711,-0.126,0.134,0.017,-0.062,0.005,0.004,-0.147,0.031,-0.475,0.004,-0.096,-0.061,0.0,0.0,-0.117,-0.975,0.046,0.059,0.071,0.021
sla,N.07 Tras,0.02,0.376,0.186,-0.987,0.28,0.026,-0.699,-0.403,0.015,0.035,0.011,-0.037,0.057,-0.003,-0.109,0.08,-0.053,-0.488,0.007,-0.045,-0.047,0.0,-0.056,0.034,0.018,-0.005,0.297,0.006
sla,N.08 Dong,0.05,0.425,0.13,0.018,0.33,0.155,-0.782,-0.689,-0.1,-0.002,0.017,-0.054,0.038,0.038,-0.16,-0.063,-0.143,0.05,-0.134,0.011,-0.045,0.0,-0.131,-0.975,0.009,0.025,0.202,0.037
sla,N.09 Tahan,0.444,0.438,0.131,-0.497,0.45,-0.377,-0.819,-0.763,-0.047,0.097,0.013,-0.046,0.04,0.023,-0.168,-0.177,-0.121,0.133,-0.268,0.014,-0.041,0.0,0.0,-0.975,0.037,0.055,0.049,0.098
sla,N.10 Damak,0.029,0.382,0.15,-0.569,0.245,0.14,-0.734,-0.506,-0.022,0.059,0.012,-0.046,0.076,-0.071,-0.111,-0.17,-0.113,0.017,-0.211,-0.063,-0.057,0.0,0.0,0.013,0.02,0.002,0.195,0.03
sla,N.11 Pulau Tawar,0.059,0.11,0.097,-0.355,0.222,0.266,-0.792,-0.671,-0.11,0.083,0.018,-0.049,0.077,0.187,-0.185,-0.188,-0.193,-0.488,-0.038,0.0,-0.131,0.0,0.0,-0.975,0.023,0.04,-0.9,0.096
sla,N.12 Beserah,0.011,0.023,0.069,0.012,-0.101,0.116,0.3,0.006,-0.06,-0.004,0.01,-0.087,0.074,-0.399,0.03,0.029,-0.042,-0.617,-0.307,0.101,-0.012,0.0,0.0,-0.147,-0.13,-0.447,-0.182,-0.071
sla,N.13 Semambu,-0.379,0.024,0.027,0.013,-0.224,-0.053,0.016,0.061,0.022,-0.026,0.005,-0.091,0.014,-0.385,0.159,0.144,-0.024,-0.559,-0.268,0.087,0.063,0.0,0.0,0.015,-0.12,-0.444,-0.578,-0.292
sla,N.14 Teruntum,-0.701,-0.389,-0.104,0.047,-0.654,-0.742,0.128,0.1,0.029,-0.146,-0.113,-0.221,-0.303,0.137,0.113,0.131,0.023,-0.875,-0.345,0.076,0.106,0.0,0.0,0.147,0.171,0.076,0.255,0.08
sla,N.15 Tanjung Lumpur,-0.569,-0.644,-0.797,0.091,-0.396,-0.069,0.075,0.066,0.048,-0.031,0.001,-0.116,0.119,-0.399,0.12,0.088,-0.206,-0.545,-0.268,0.062,-0.055,0.0,0.0,0.038,-0.098,-0.5,-0.292,-0.229
sla,N.16 Inderapura,-0.265,-0.644,-0.812,0.014,-0.223,0.072,-0.405,0.001,-0.073,0.067,0.013,-0.072,0.052,-0.437,0.003,0.026,-0.032,-0.789,-0.115,0.146,0.022,0.0,-0.004,-0.975,-0.331,-0.431,-0.9,-0.227
sla,N.17 Sungai Lembing,0.068,0.274,0.158,0.018,0.357,0.134,-0.791,-0.72,-0.031,-0.016,0.007,-0.098,0.001,0.103,-0.173,-0.15,-0.071,0.01,-0.249,0.118,-0.035,0.0,-0.075,-0.975,0.013,0.046,-0.9,0.086
sla,N.18 Lepar,0.066,0.18,0.11,-0.69,0.309,0.305,-0.747,-0.626,0.032,-0.167,0.001,-0.123,-0.096,-0.449,0.037,0.003,-0.14,-0.875,-0.172,0.095,0.155,0.0,0.0,-0.975,-0.375,-0.27,-0.033,-0.0
sla,N.19 Panching,0.0,0.008,0.007,0.004,-0.042,0.297,-0.434,0.005,0.054,-0.02,0.009,-0.036,0.131,-0.273,0.056,0.057,-0.113,-0.875,-0.134,0.056,-0.082,0.0,0.0,-0.975,-0.434,-0.372,0.036,-0.179
sla,N.20 Pulau Manis,0.06,0.053,-0.675,0.018,0.016,0.334,-0.73,-0.607,-0.126,-0.017,0.018,-0.066,0.12,-0.517,0.039,-0.027,-0.121,0.004,-0.287,0.059,-0.041,0.0,-0.038,-0.975,0.01,-0.14,-0.067,-0.01
sla,N.21 Peramu Jaya,0.004,-0.6,-0.751,0.127,-0.138,0.032,0.021,0.001,-0.062,-0.042,0.013,-0.055,-0.06,-0.215,-0.035,-0.036,-0.037,-0.129,-0.326,0.076,0.084,0.0,-0.031,0.008,-0.063,0.01,0.088,-0.004
sla,N.22 Bebar,0.151,0.021,-0.801,0.003,0.33,0.272,-0.808,-0.733,-0.178,-0.034,0.01,-0.159,-0.0,-0.267,-0.212,-0.197,-0.343,0.071,-0.153,0.154,0.06,0.0,-0.205,-0.975,0.0,0.009,0.142,-0.035
sla,N.23 Chini,0.033,0.085,0.083,0.023,0.302,0.419,-0.785,-0.665,0.017,-0.057,0.011,-0.029,0.026,0.09,-0.0,-0.008,-0.071,-0.23,-0.268,0.106,-0.053,0.0,-0.011,-0.975,0.014,0.029,0.222,0.095
sla,N.24 Luit,0.037,0.147,0.071,0.006,0.233,0.252,-0.748,-0.67,-0.181,0.086,0.023,-0.064,0.036,-0.124,-0.216,-0.04,-0.042,0.047,-0.364,0.0,-0.012,0.0,-0.011,-0.975,0.048,0.046,0.49,0.031
sla,N.25 Kuala Sentul,0.021,0.178,0.105,-0.995,0.231,-0.191,-0.769,-0.643,-0.056,0.122,0.016,-0.035,0.085,0.209,-0.09,-0.063,-0.238,-0.316,-0.345,-0.033,-0.148,0.0,0.0,0.049,-0.124,0.003,0.097,0.06
sla,N.26 Chenor,0.028,0.062,0.047,0.023,0.078,0.284,-0.742,-0.652,-0.043,0.031,0.013,-0.057,0.069,0.16,-0.168,-0.06,-0.069,0.052,-0.153,-0.045,-0.117,0.0,-0.013,-0.975,0.072,0.063,0.224,0.028
sla,N.27 Jenderak,0.052,0.42,0.124,-0.508,0.335,0.032,-0.803,-0.721,-0.026,0.018,0.013,-0.03,0.142,0.104,-0.125,-0.219,-0.322,-0.559,0.077,-0.136,-0.158,0.0,0.0,-0.975,-0.109,0.02,-0.9,0.142
sla,N.28 Kerdau,0.008,0.052,-0.234,0.023,0.137,0.382,-0.725,-0.626,-0.006,-0.008,0.008,-0.068,0.173,0.073,-0.168,-0.224,-0.05,0.206,0.028,-0.127,-0.172,0.0,0.0,-0.975,0.047,0.08,-0.9,0.029
sla,N.29 Jengka,0.01,-0.015,-0.474,-0.993,0.115,0.341,-0.703,-0.349,0.144,0.138,0.011,0.002,-0.002,0.13,-0.129,0.058,-0.066,-0.301,-0.057,-0.007,-0.045,0.0,-0.007,0.017,0.039,0.017,0.087,0.051
sla,N.30 Mentakab,-0.565,-0.35,-0.739,-0.823,-0.272,0.043,0.007,0.045,0.03,0.013,0.011,-0.031,0.133,-0.284,-0.078,-0.114,-0.005,-0.029,0.056,-0.092,-0.082,0.0,0.0,0.01,0.016,-0.367,-0.088,-0.138
sla,N.31 Lanchang,0.061,0.273,0.118,-0.6,0.286,0.324,-0.761,-0.65,-0.041,0.015,0.013,-0.051,0.077,-0.126,-0.05,-0.188,-0.119,0.012,0.035,0.011,-0.051,0.0,0.0,-0.975,-0.626,0.022,-0.9,0.018
sla,N.32 Kuala Semantan,0.001,-0.332,-0.669,0.031,-0.104,0.215,-0.302,0.001,0.044,-0.006,0.011,-0.02,0.13,-0.217,-0.04,-0.087,-0.05,-0.072,-0.153,-0.073,-0.088,0.0,0.0,0.033,0.068,-0.166,0.113,0.006
sla,N.33 Bilut,0.008,0.331,0.15,-0.931,0.296,0.135,-0.712,-0.428,-0.091,0.024,0.021,-0.016,0.078,0.091,-0.04,0.035,-0.293,-0.574,-0.134,-0.031,-0.1,0.0,0.0,0.027,0.093,0.001,0.241,0.031
sla,N.34 Ketari,0.028,0.35,0.16,-0.94,0.32,-0.142,0.054,-0.472,-0.279,-0.03,0.049,0.007,-0.092,-0.19,-0.055,0.009,-0.055,-0.172,-0.192,-0.047,0.101,0.0,-0.007,-0.975,-0.23,0.004,0.111,-0.322
sla,N.35 Sabai,0.019,0.242,0.128,-0.914,0.274,0.113,0.046,-0.615,-0.128,-0.004,0.023,-0.019,-0.018,0.024,-0.083,-0.108,-0.23,-0.602,0.021,-0.078,0.008,0.0,0.0,-0.975,0.023,0.003,0.218,-0.185
sla,N.36 Pelangai,0.038,0.271,0.105,-0.947,0.274,0.353,-0.791,-0.708,-0.083,-0.08,0.024,0.002,0.033,0.236,-0.062,-0.091,-0.409,-0.875,-0.077,-0.089,-0.111,0.0,0.0,-0.975,0.022,0.096,0.146,0.049
sla,N.37 Guai,0.02,0.053,0.059,0.028,0.092,0.351,-0.737,-0.6,0.063,0.036,0.013,0.0,0.037,0.23,-0.092,-0.088,-0.15,-0.531,-0.057,-0.23,-0.115,0.0,0.0,-0.975,0.047,0.051,-0.9,0.061
sla,N.38 Triang,0.009,0.084,0.06,-0.947,-0.005,0.243,-0.663,-0.313,-0.009,0.058,0.005,-0.1,0.047,0.064,-0.174,-0.208,-0.148,-0.359,-0.134,-0.204,-0.064,0.0,-0.004,-0.975,-0.215,-0.147,0.079,-0.028
sla,N.39 Kemayan,0.104,0.069,0.047,-0.935,0.256,0.317,-0.803,-0.711,-0.214,0.041,0.027,-0.049,-0.042,0.029,-0.177,-0.207,-0.124,-0.674,-0.211,-0.164,0.016,0.0,-0.01,-0.975,0.002,0.025,-0.9,0.043
sla,N.40 Bukit Ibam,0.146,0.072,0.068,-0.939,0.303,0.459,-0.808,-0.731,-0.097,-0.114,0.023,-0.008,0.018,0.108,-0.118,-0.119,-0.227,0.013,0.014,-0.169,-0.053,0.0,0.0,-0.975,0.039,0.039,0.036,0.065
sla,N.41 Muadzam Shah,0.128,0.16,0.093,-0.273,0.34,0.457,-0.793,-0.717,-0.088,-0.038,0.025,0.004,-0.047,-0.212,-0.182,-0.051,-0.198,0.026,-0.057,-0.066,0.076,0.0,0.0,0.021,0.037,0.019,0.023,0.008
sla,N.42 Tioman,0.11,0.17,-0.129,0.021,0.283,0.235,-0.783,-0.705,-0.135,-0.021,0.028,0.002,0.054,-0.224,-0.178,-0.014,-0.016,-0.186,-0.307,-0.089,-0.016,0.0,-0.069,0.02,0.033,0.027,0.104,0.02
sla,N.01 Sungai Air Tawar,0.001,-0.667,-0.853,0.102,-0.178,0.052,0.008,-0.47,0.036,-0.02,-0.022,-0.354,-0.226,0.65,-0.259,-0.115,-0.04,-0.545,0.042,0.255,-0.145,0.0,0.0,-0.975,0.07,0.224,0.101,-0.327
sla,N.02 Sabak,-0.062,-0.654,-0.875,0.003,-0.337,0.084,-0.35,-0.182,0.033,-0.064,-0.088,-0.376,-0.019,0.501,-0.184,-0.147,-0.026,0.059,-0.307,0.126,-0.166,0.0,0.0,0.103,0.013,0.04,0.14,-0.333
sla,N.03 Sungai Panjang,0.017,-0.556,-0.772,-0.582,-0.006,-0.372,0.042,-0.459,0.011,-0.033,-0.087,-0.383,0.003,0.417,0.039,0.061,0.078,-0.602,-0.134,0.19,-0.148,0.0,0.0,-0.975,0.032,0.017,0.171,-0.448
sla,N.04 Sekinchan,0.007,-0.611,-0.886,-0.067,0.197,-0.811,0.053,-0.531,-0.146,-0.024,0.001,-0.388,-0.256,0.479,0.05,0.211,0.053,-0.287,-0.326,0.274,-0.078,0.0,0.0,-0.975,0.029,0.009,0.238,-0.362
sla,N.05 Hulu Bernam,0.032,0.352,0.106,-0.746,0.326,0.117,-0.712,-0.587,-0.02,-0.018,-0.074,-0.385,-0.164,0.336,0.059,-0.024,-0.169,-0.875,-0.038,0.204,-0.059,0.0,0.0,-0.975,-0.329,0.047,0.109,-0.296
sla,N.06 Kuala Kubu Baharu,0.035,0.322,0.138,0.02,0.27,-0.052,-0.688,-0.536,-0.028,0.062,-0.066,-0.38,-0.052,0.28,0.068,0.051,0.016,-0.875,-0.115,0.246,-0.082,0.0,0.0,0.013,0.028,0.015,0.257,-0.345
sla,N.07 Batang Kali,0.027,0.337,0.113,-0.488,0.136,-0.073,-0.262,0.003,-0.071,-0.007,-0.045,-0.386,-0.077,-0.258,0.158,0.07,-0.011,-0.545,-0.383,0.255,0.103,0.0,0.0,-0.356,-0.317,-0.402,-0.364,-0.574
sla,N.08 Sungai Burong,0.001,-0.608,-0.887,0.0,-0.068,-0.537,-0.464,-0.329,0.1,-0.044,-0.127,-0.39,-0.106,0.433,-0.114,0.017,0.025,-0.172,-0.402,0.291,-0.115,0.0,0.0,0.033,0.032,0.043,0.054,-0.066
sla,N.09 Permatang,0.034,-0.157,-0.462,0.018,0.132,0.043,-0.676,-0.599,0.095,-0.073,-0.122,-0.387,-0.257,0.3,-0.005,0.02,0.089,0.038,-0.096,0.243,-0.008,0.0,0.0,-0.975,0.009,0.077,-0.9,-0.073
sla,N.10 Bukit Melawati,-0.071,-0.549,-0.832,0.012,-0.001,0.291,0.054,0.002,0.088,0.037,-0.115,-0.381,-0.066,0.198,0.023,0.019,0.009,0.028,0.021,0.308,-0.045,0.0,0.0,0.013,0.022,0.021,0.068,-0.458
sla,N.11 Ijok,-0.269,-0.404,-0.503,0.011,0.012,0.155,-0.008,0.005,-0.106,0.076,-0.039,-0.395,-0.166,0.144,0.021,-0.072,0.148,-0.746,-0.307,0.255,0.022,0.0,0.0,-0.975,0.048,0.007,0.014,-0.495
sla,N.12 Jeram,-0.009,-0.162,-0.26,-0.599,0.074,0.346,0.006,0.013,-0.03,-0.01,-0.069,-0.383,0.02,-0.383,0.145,0.158,-0.055,-0.875,0.056,0.299,0.052,0.0,0.0,-0.975,0.001,-0.414,-0.9,-0.649
sla,N.13 Kuang,-0.322,0.072,0.06,-0.135,-0.122,0.137,0.018,0.037,-0.027,0.078,-0.068,-0.383,0.052,-0.405,0.246,0.125,-0.063,-0.76,0.063,0.319,0.014,0.0,0.0,-0.975,-0.495,-0.559,-0.076,-0.65
sla,N.14 Rawang,-0.243,-0.219,0.018,0.003,-0.18,0.155,0.016,0.048,-0.06,0.047,-0.043,-0.381,0.022,-0.065,0.177,0.084,0.058,-0.789,-0.115,0.325,-0.006,0.0,0.0,0.012,0.004,-0.519,-0.038,-0.478
sla,N.15 Taman Templer,-0.441,0.106,0.1,-0.915,0.166,-0.55,0.008,0.063,-0.011,0.035,-0.081,-0.383,0.037,-0.326,0.269,0.188,0.006,-0.789,-0.077,0.229,0.019,0.0,0.0,0.019,-0.43,-0.599,0.015,-0.501
sla,N.16 Sungai Tua,-0.481,0.264,0.137,0.042,0.214,-0.735,0.001,0.043,-0.06,0.04,-0.056,-0.387,0.022,-0.227,0.249,0.097,0.158,-0.631,-0.172,0.305,0.022,0.0,0.0,-0.975,-0.13,-0.53,-0.9,-0.387
sla,N.17 Gombak Setia,-0.172,0.267,0.122,-0.804,0.225,-0.617,0.001,0.051,-0.014,0.069,-0.061,-0.37,0.089,-0.331,0.213,0.123,-0.055,-0.875,0.063,0.26,-0.037,0.0,-0.0,-0.423,-0.209,-0.608,-0.661,-0.519
sla,N.18 Hulu Kelang,-0.441,0.237,0.149,0.026,0.223,-0.689,0.005,0.055,0.066,0.051,-0.105,-0.381,0.075,-0.172,0.455,0.259,0.087,-0.875,-0.307,0.336,-0.043,0.0,0.0,0.022,0.015,-0.512,-0.9,-0.548
sla,N.19 Bukit Antarabangsa,-0.693,0.022,0.029,-0.985,-0.441,-0.431,0.149,0.401,-0.019,-0.035,-0.055,-0.37,0.016,-0.187,0.384,0.292,0.103,-0.789,0.126,0.297,0.024,0.0,0.0,0.007,-0.168,-0.645,-0.558,-0.588
sla,N.20 Lembah Jaya,-0.591,0.098,0.06,-0.54,0.116,-0.632,0.015,0.091,-0.015,-0.099,-0.057,-0.37,0.032,0.021,0.256,0.205,0.186,-0.66,0.077,0.176,-0.033,0.0,0.0,-0.975,0.001,-0.573,-0.9,-0.548
sla,N.21 Pandan Indah,-0.724,-0.291,-0.409,-0.999,-0.772,-0.801,0.219,0.671,-0.096,-0.158,-0.014,-0.38,-0.201,-0.111,0.221,0.087,-0.164,-0.875,0.14,0.308,0.15,0.0,0.0,0.022,0.033,-0.633,-0.073,-0.542
sla,N.22 Teratai,-0.697,0.044,0.091,-0.468,-0.46,-0.276,0.144,0.439,-0.077,-0.115,-0.034,-0.381,-0.066,-0.07,0.308,0.192,-0.153,-0.803,0.0,0.344,0.06,0.0,0.0,0.007,-0.254,-0.588,-0.9,-0.502
sla,N.23 Dusun Tua,0.009,0.275,0.155,-0.046,0.306,-0.555,-0.372,0.007,-0.051,-0.109,-0.057,-0.386,-0.207,0.003,0.338,0.135,-0.135,-0.861,0.181,0.266,0.128,0.0,0.0,-0.975,-0.125,-0.397,0.016,-0.521
sla,N.24 Semenyih,0.013,0.184,0.109,0.007,0.094,0.001,0.088,0.021,-0.017,-0.034,-0.068,-0.378,0.009,-0.417,0.318,0.187,-0.037,-0.674,0.056,0.288,0.076,0.0,0.0,-0.975,-0.007,-0.567,-0.72,-0.612
sla,N.25 Kajang,-0.401,0.047,0.037,-0.661,-0.296,-0.066,0.043,0.127,-0.06,-0.021,-0.07,-0.395,-0.116,-0.204,0.257,0.18,-0.029,-0.818,-0.192,0.224,0.114,0.0,0.0,0.022,0.005,-0.496,-0.721,-0.574
sla,N.26 Sungai Ramal,-0.432,-0.265,-0.487,-0.769,-0.46,-0.164,0.172,0.167,-0.014,-0.02,-0.085,-0.39,-0.11,-0.431,0.297,0.199,0.023,-0.832,0.105,0.291,0.161,0.0,0.0,-0.274,-0.212,-0.603,-0.748,-0.598
sla,N.27 Balakong,-0.618,-0.121,-0.453,-0.748,-0.698,-0.61,0.209,0.25,-0.114,-0.087,-0.031,-0.394,-0.221,-0.224,0.263,0.126,-0.069,-0.818,0.035,0.341,0.188,0.0,0.0,0.008,0.023,-0.571,-0.656,-0.523
sla,N.28 Seri Kembangan,-0.662,-0.175,-0.32,0.067,-0.591,-0.501,0.159,0.279,-0.109,-0.017,-0.024,-0.392,-0.034,-0.137,0.328,0.139,0.052,-0.875,0.084,0.118,0.054,0.0,0.0,0.006,0.005,-0.657,-0.252,-0.551
sla,N.29 Seri Serdang,-0.503,-0.126,-0.314,0.021,-0.508,-0.504,0.126,0.189,-0.016,-0.03,-0.09,-0.394,0.03,-0.39,0.169,0.231,0.085,-0.43,0.042,0.257,0.041,0.0,0.0,-0.975,-0.086,-0.622,-0.555,-0.565
sla,N.30 Kinrara,-0.56,-0.173,-0.297,0.02,-0.577,-0.406,0.167,0.276,-0.062,-0.031,-0.045,-0.382,-0.188,-0.037,0.383,0.269,0.039,-0.832,0.084,0.224,0.128,0.0,0.0,0.005,0.026,-0.545,-0.587,-0.551
